Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-05 01:00:00+00:00,27.969999313354492,28.0,27.969999313354492,28.0,0,0.0,0.0,0.0
2024-12-05 01:05:00+00:00,28.0,28.020000457763672,28.0,28.020000457763672,101100,0.0,0.0,0.0
2024-12-05 01:10:00+00:00,28.020000457763672,28.030000686645508,28.0,28.030000686645508,59211,0.0,0.0,0.0
2024-12-05 01:15:00+00:00,28.030000686645508,28.040000915527344,28.020000457763672,28.020000457763672,9107,0.0,0.0,0.0
2024-12-05 01:25:00+00:00,27.989999771118164,28.020000457763672,27.989999771118164,28.010000228881836,11000,0.0,0.0,0.0
2024-12-05 01:30:00+00:00,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,1000,0.0,0.0,0.0
2024-12-05 01:35:00+00:00,27.989999771118164,28.0,27.989999771118164,28.0,5000,0.0,0.0,0.0
2024-12-05 01:40:00+00:00,28.0,28.0,27.920000076293945,27.920000076293945,23646,0.0,0.0,0.0
2024-12-05 01:50:00+00:00,27.8700008392334,27.8799991607666,27.8700008392334,27.8799991607666,15000,0.0,0.0,0.0
2024-12-05 01:55:00+00:00,27.8799991607666,27.8799991607666,27.860000610351562,27.8700008392334,36085,0.0,0.0,0.0
2024-12-05 02:00:00+00:00,27.8799991607666,27.8799991607666,27.850000381469727,27.850000381469727,41000,0.0,0.0,0.0
2024-12-05 02:05:00+00:00,27.850000381469727,27.850000381469727,27.850000381469727,27.850000381469727,1002,0.0,0.0,0.0
2024-12-05 02:10:00+00:00,27.850000381469727,27.850000381469727,27.84000015258789,27.850000381469727,6050,0.0,0.0,0.0
2024-12-05 02:15:00+00:00,27.850000381469727,27.850000381469727,27.850000381469727,27.850000381469727,1000,0.0,0.0,0.0
2024-12-05 02:20:00+00:00,27.850000381469727,27.90999984741211,27.850000381469727,27.90999984741211,71000,0.0,0.0,0.0
2024-12-05 02:30:00+00:00,27.8799991607666,27.8799991607666,27.8799991607666,27.8799991607666,2225,0.0,0.0,0.0
2024-12-05 02:35:00+00:00,27.8799991607666,27.8799991607666,27.8799991607666,27.8799991607666,1448,0.0,0.0,0.0
2024-12-05 02:40:00+00:00,27.90999984741211,27.90999984741211,27.90999984741211,27.90999984741211,1000,0.0,0.0,0.0
2024-12-05 02:45:00+00:00,27.889999389648438,27.889999389648438,27.8799991607666,27.8799991607666,6000,0.0,0.0,0.0
2024-12-05 02:50:00+00:00,27.860000610351562,27.8799991607666,27.84000015258789,27.84000015258789,42000,0.0,0.0,0.0
2024-12-05 02:55:00+00:00,27.81999969482422,27.81999969482422,27.81999969482422,27.81999969482422,2999,0.0,0.0,0.0
2024-12-05 03:00:00+00:00,27.81999969482422,27.829999923706055,27.81999969482422,27.81999969482422,11000,0.0,0.0,0.0
2024-12-05 03:05:00+00:00,27.81999969482422,27.81999969482422,27.809999465942383,27.81999969482422,8000,0.0,0.0,0.0
2024-12-05 03:10:00+00:00,27.8700008392334,27.899999618530273,27.8700008392334,27.899999618530273,4210,0.0,0.0,0.0
2024-12-05 03:50:00+00:00,27.889999389648438,27.899999618530273,27.889999389648438,27.899999618530273,18000,0.0,0.0,0.0
2024-12-05 03:55:00+00:00,27.920000076293945,27.920000076293945,27.90999984741211,27.90999984741211,3220,0.0,0.0,0.0
2024-12-05 04:00:00+00:00,27.950000762939453,27.950000762939453,27.940000534057617,27.940000534057617,2114,0.0,0.0,0.0
2024-12-05 04:05:00+00:00,27.940000534057617,27.940000534057617,27.93000030517578,27.93000030517578,2000,0.0,0.0,0.0
2024-12-05 04:10:00+00:00,27.93000030517578,27.940000534057617,27.93000030517578,27.93000030517578,10000,0.0,0.0,0.0
2024-12-05 04:20:00+00:00,27.950000762939453,27.950000762939453,27.940000534057617,27.940000534057617,3020,0.0,0.0,0.0
2024-12-05 04:25:00+00:00,27.940000534057617,27.940000534057617,27.940000534057617,27.940000534057617,1050,0.0,0.0,0.0
2024-12-05 04:30:00+00:00,27.93000030517578,27.93000030517578,27.93000030517578,27.93000030517578,2000,0.0,0.0,0.0
2024-12-05 04:40:00+00:00,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,3000,0.0,0.0,0.0
2024-12-05 04:45:00+00:00,27.8799991607666,27.8799991607666,27.860000610351562,27.860000610351562,7000,0.0,0.0,0.0
2024-12-05 04:50:00+00:00,27.860000610351562,27.8700008392334,27.860000610351562,27.8700008392334,2000,0.0,0.0,0.0
2024-12-05 04:55:00+00:00,27.8799991607666,27.920000076293945,27.8799991607666,27.920000076293945,10010,0.0,0.0,0.0
2024-12-05 05:00:00+00:00,27.90999984741211,27.90999984741211,27.90999984741211,27.90999984741211,1000,0.0,0.0,0.0
2024-12-05 05:05:00+00:00,27.8700008392334,27.8700008392334,27.8700008392334,27.8700008392334,12000,0.0,0.0,0.0
2024-12-05 05:15:00+00:00,27.8700008392334,27.8799991607666,27.8700008392334,27.8799991607666,4000,0.0,0.0,0.0
2024-12-05 05:20:00+00:00,27.899999618530273,27.920000076293945,27.899999618530273,27.920000076293945,24020,0.0,0.0,0.0
2024-12-06 01:00:00+00:00,27.860000610351562,27.860000610351562,27.860000610351562,27.860000610351562,0,0.0,0.0,0.0
2024-12-06 01:05:00+00:00,27.829999923706055,27.829999923706055,27.719999313354492,27.719999313354492,14179,0.0,0.0,0.0
2024-12-06 01:10:00+00:00,27.700000762939453,27.709999084472656,27.600000381469727,27.600000381469727,25100,0.0,0.0,0.0
2024-12-06 01:15:00+00:00,27.6200008392334,27.6200008392334,27.6200008392334,27.6200008392334,3429,0.0,0.0,0.0
2024-12-06 01:20:00+00:00,27.610000610351562,27.649999618530273,27.600000381469727,27.6299991607666,26000,0.0,0.0,0.0
2024-12-06 01:25:00+00:00,27.649999618530273,27.649999618530273,27.649999618530273,27.649999618530273,1073,0.0,0.0,0.0
2024-12-06 01:30:00+00:00,27.670000076293945,27.670000076293945,27.670000076293945,27.670000076293945,3000,0.0,0.0,0.0
2024-12-06 01:45:00+00:00,27.670000076293945,27.670000076293945,27.639999389648438,27.639999389648438,9000,0.0,0.0,0.0
2024-12-06 01:55:00+00:00,27.649999618530273,27.649999618530273,27.649999618530273,27.649999618530273,2202,0.0,0.0,0.0
2024-12-06 02:05:00+00:00,27.649999618530273,27.649999618530273,27.649999618530273,27.649999618530273,1000,0.0,0.0,0.0
2024-12-06 02:10:00+00:00,27.649999618530273,27.68000030517578,27.649999618530273,27.68000030517578,6200,0.0,0.0,0.0
2024-12-06 02:40:00+00:00,27.770000457763672,27.799999237060547,27.770000457763672,27.799999237060547,7800,0.0,0.0,0.0
2024-12-06 02:45:00+00:00,27.81999969482422,27.81999969482422,27.81999969482422,27.81999969482422,3000,0.0,0.0,0.0
2024-12-06 02:55:00+00:00,27.81999969482422,27.81999969482422,27.81999969482422,27.81999969482422,5000,0.0,0.0,0.0
2024-12-06 03:10:00+00:00,27.84000015258789,27.84000015258789,27.84000015258789,27.84000015258789,5000,0.0,0.0,0.0
2024-12-06 03:15:00+00:00,27.84000015258789,27.84000015258789,27.84000015258789,27.84000015258789,20000,0.0,0.0,0.0
2024-12-06 03:20:00+00:00,27.850000381469727,27.860000610351562,27.850000381469727,27.860000610351562,8000,0.0,0.0,0.0
2024-12-06 03:25:00+00:00,27.920000076293945,27.920000076293945,27.920000076293945,27.920000076293945,4000,0.0,0.0,0.0
2024-12-06 03:30:00+00:00,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,2000,0.0,0.0,0.0
2024-12-06 03:45:00+00:00,27.90999984741211,27.93000030517578,27.90999984741211,27.93000030517578,5000,0.0,0.0,0.0
2024-12-06 03:50:00+00:00,27.950000762939453,27.979999542236328,27.950000762939453,27.969999313354492,67519,0.0,0.0,0.0
2024-12-06 03:55:00+00:00,27.979999542236328,28.0,27.979999542236328,28.0,14000,0.0,0.0,0.0
2024-12-06 04:00:00+00:00,27.989999771118164,28.030000686645508,27.989999771118164,28.030000686645508,11000,0.0,0.0,0.0
2024-12-06 04:10:00+00:00,28.030000686645508,28.030000686645508,28.020000457763672,28.020000457763672,9040,0.0,0.0,0.0
2024-12-06 04:20:00+00:00,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,1973,0.0,0.0,0.0
2024-12-06 04:25:00+00:00,28.020000457763672,28.020000457763672,28.020000457763672,28.020000457763672,3000,0.0,0.0,0.0
2024-12-06 04:30:00+00:00,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,2000,0.0,0.0,0.0
2024-12-06 04:35:00+00:00,28.010000228881836,28.010000228881836,27.989999771118164,27.989999771118164,15000,0.0,0.0,0.0
2024-12-06 04:40:00+00:00,28.0,28.010000228881836,27.989999771118164,28.010000228881836,22000,0.0,0.0,0.0
2024-12-06 04:45:00+00:00,28.0,28.0,28.0,28.0,7100,0.0,0.0,0.0
2024-12-06 04:55:00+00:00,27.989999771118164,28.0,27.989999771118164,28.0,11000,0.0,0.0,0.0
2024-12-06 05:00:00+00:00,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,2000,0.0,0.0,0.0
2024-12-06 05:05:00+00:00,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,1000,0.0,0.0,0.0
2024-12-06 05:15:00+00:00,28.0,28.0,28.0,28.0,9200,0.0,0.0,0.0
2024-12-06 05:20:00+00:00,27.989999771118164,27.989999771118164,27.979999542236328,27.979999542236328,3153,0.0,0.0,0.0
2024-12-09 01:00:00+00:00,27.670000076293945,27.700000762939453,27.670000076293945,27.700000762939453,0,0.0,0.0,0.0
2024-12-09 01:05:00+00:00,27.700000762939453,27.729999542236328,27.700000762939453,27.729999542236328,5211,0.0,0.0,0.0
2024-12-09 01:10:00+00:00,27.780000686645508,27.81999969482422,27.780000686645508,27.81999969482422,6268,0.0,0.0,0.0
2024-12-09 01:15:00+00:00,27.860000610351562,27.860000610351562,27.860000610351562,27.860000610351562,1000,0.0,0.0,0.0
