Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-23 01:00:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,0,0.0,0.0
2024-05-23 01:05:00+00:00,105.90921020507812,105.90921020507812,105.90921020507812,105.90921020507812,6400,0.0,0.0
2024-05-23 01:10:00+00:00,105.90921020507812,105.90921020507812,105.90921020507812,105.90921020507812,3500,0.0,0.0
2024-05-23 01:15:00+00:00,105.45466613769531,105.45466613769531,105.00011444091797,105.00011444091797,31109,0.0,0.0
2024-05-23 01:20:00+00:00,105.00011444091797,105.90921020507812,105.00011444091797,105.90921020507812,30001,0.0,0.0
2024-05-23 01:25:00+00:00,105.45466613769531,106.81829833984375,105.45466613769531,105.90921020507812,61021,0.0,0.0
2024-05-23 01:30:00+00:00,105.90921020507812,106.36375427246094,105.90921020507812,106.36375427246094,14306,0.0,0.0
2024-05-23 01:35:00+00:00,106.36375427246094,106.36375427246094,106.36375427246094,106.36375427246094,4540,0.0,0.0
2024-05-23 01:40:00+00:00,105.90921020507812,105.90921020507812,105.90921020507812,105.90921020507812,16431,0.0,0.0
2024-05-23 01:45:00+00:00,106.36375427246094,106.36375427246094,105.90921020507812,105.90921020507812,5052,0.0,0.0
2024-05-23 01:50:00+00:00,105.90921020507812,105.90921020507812,105.90921020507812,105.90921020507812,16100,0.0,0.0
2024-05-23 02:00:00+00:00,105.90921020507812,105.90921020507812,105.90921020507812,105.90921020507812,6080,0.0,0.0
2024-05-23 02:05:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,22081,0.0,0.0
2024-05-23 02:10:00+00:00,105.00011444091797,105.00011444091797,105.00011444091797,105.00011444091797,20841,0.0,0.0
2024-05-23 02:15:00+00:00,105.00011444091797,105.45466613769531,105.00011444091797,105.00011444091797,11101,0.0,0.0
2024-05-23 02:20:00+00:00,105.00011444091797,105.00011444091797,105.00011444091797,105.00011444091797,10100,0.0,0.0
2024-05-23 02:25:00+00:00,104.54557037353516,105.00011444091797,104.54557037353516,105.00011444091797,7000,0.0,0.0
2024-05-23 02:30:00+00:00,105.00011444091797,105.00011444091797,105.00011444091797,105.00011444091797,4011,0.0,0.0
2024-05-23 02:45:00+00:00,104.54557037353516,104.54557037353516,104.54557037353516,104.54557037353516,45100,0.0,0.0
2024-05-23 02:50:00+00:00,104.09102630615234,104.54557037353516,104.09102630615234,104.54557037353516,15092,0.0,0.0
2024-05-23 02:55:00+00:00,104.09102630615234,104.09102630615234,104.09102630615234,104.09102630615234,3000,0.0,0.0
2024-05-23 03:00:00+00:00,104.09102630615234,104.54557037353516,104.09102630615234,104.09102630615234,4279,0.0,0.0
2024-05-23 03:05:00+00:00,104.09102630615234,104.09102630615234,104.09102630615234,104.09102630615234,5017,0.0,0.0
2024-05-23 03:10:00+00:00,104.09102630615234,104.09102630615234,104.09102630615234,104.09102630615234,2000,0.0,0.0
2024-05-23 03:15:00+00:00,104.09102630615234,104.09102630615234,104.09102630615234,104.09102630615234,2149,0.0,0.0
2024-05-23 03:20:00+00:00,104.09102630615234,104.09102630615234,104.09102630615234,104.09102630615234,4040,0.0,0.0
2024-05-23 03:25:00+00:00,104.09102630615234,104.09102630615234,103.63648223876953,103.63648223876953,89258,0.0,0.0
2024-05-23 03:30:00+00:00,104.09102630615234,104.54557037353516,104.09102630615234,104.54557037353516,57000,0.0,0.0
2024-05-23 03:35:00+00:00,105.00011444091797,105.45466613769531,105.00011444091797,105.45466613769531,45000,0.0,0.0
2024-05-23 03:40:00+00:00,105.00011444091797,105.00011444091797,104.54557037353516,104.54557037353516,5072,0.0,0.0
2024-05-23 03:45:00+00:00,105.00011444091797,105.00011444091797,105.00011444091797,105.00011444091797,10000,0.0,0.0
2024-05-23 03:50:00+00:00,105.00011444091797,105.45466613769531,105.00011444091797,105.45466613769531,40000,0.0,0.0
2024-05-23 03:55:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,17845,0.0,0.0
2024-05-23 04:15:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,8010,0.0,0.0
2024-05-23 04:20:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,25210,0.0,0.0
2024-05-23 04:25:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,2001,0.0,0.0
2024-05-23 04:30:00+00:00,105.45466613769531,105.45466613769531,105.00011444091797,105.00011444091797,9000,0.0,0.0
2024-05-23 04:35:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,10000,0.0,0.0
2024-05-23 04:40:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,3001,0.0,0.0
2024-05-23 04:45:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,3000,0.0,0.0
2024-05-23 04:50:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,8036,0.0,0.0
2024-05-23 04:55:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,7050,0.0,0.0
2024-05-23 05:00:00+00:00,105.45466613769531,105.45466613769531,105.45466613769531,105.45466613769531,9001,0.0,0.0
2024-05-23 05:05:00+00:00,105.45466613769531,105.45466613769531,105.00011444091797,105.00011444091797,8000,0.0,0.0
2024-05-23 05:10:00+00:00,105.00011444091797,105.00011444091797,105.00011444091797,105.00011444091797,13713,0.0,0.0
2024-05-23 05:15:00+00:00,105.45466613769531,105.45466613769531,105.00011444091797,105.45466613769531,20255,0.0,0.0
2024-05-23 05:20:00+00:00,105.00011444091797,105.45466613769531,104.54557037353516,104.54557037353516,4152,0.0,0.0
2024-05-24 01:00:00+00:00,103.63648223876953,103.63648223876953,102.27284240722656,102.72738647460938,62000,0.0,0.0
2024-05-24 01:05:00+00:00,102.72738647460938,102.72738647460938,102.27284240722656,102.72738647460938,18351,0.0,0.0
2024-05-24 01:10:00+00:00,103.18193054199219,103.18193054199219,103.18193054199219,103.18193054199219,9663,0.0,0.0
2024-05-24 01:15:00+00:00,103.18193054199219,103.18193054199219,102.72738647460938,102.72738647460938,11100,0.0,0.0
2024-05-24 01:20:00+00:00,102.72738647460938,103.18193054199219,102.72738647460938,103.18193054199219,4400,0.0,0.0
